,date,pm25,no2,so2,co
266,2021-04-01,33.0,2.0,,2.0
267,2021-04-02,11.0,9.0,2.0,2.0
268,2021-04-03,32.0,6.0,,2.0
269,2021-04-04,31.0,6.0,1.0,2.0
270,2021-04-05,32.0,6.0,5.0,3.0
271,2021-04-06,33.0,4.0,1.0,3.0
272,2021-04-07,30.0,1.0,,2.0
273,2021-04-08,14.0,7.0,1.0,3.0
274,2021-04-09,25.0,4.0,,2.0
275,2021-04-10,25.0,7.0,7.0,3.0
276,2021-04-11,33.0,6.0,4.0,2.0
277,2021-04-12,39.0,6.0,1.0,3.0
278,2021-04-13,28.0,6.0,3.0,3.0
279,2021-04-14,35.0,8.0,9.0,3.0
280,2021-04-15,43.0,5.0,5.0,3.0
281,2021-04-16,37.0,5.0,1.0,3.0
282,2021-04-17,26.0,6.0,1.0,3.0
283,2021-04-18,25.0,4.0,1.0,3.0
284,2021-04-19,26.0,10.0,1.0,3.0
285,2021-04-20,30.0,4.0,4.0,2.0
286,2021-04-21,35.0,2.0,2.0,1.0
287,2021-04-22,14.0,4.0,3.0,1.0
288,2021-04-23,17.0,2.0,1.0,1.0
289,2021-04-24,14.0,3.0,2.0,1.0
290,2021-04-25,20.0,3.0,2.0,1.0
291,2021-04-26,21.0,2.0,5.0,1.0
292,2021-04-27,19.0,4.0,,1.0
293,2021-04-28,15.0,4.0,6.0,1.0
294,2021-04-29,17.0,4.0,,1.0
295,2021-04-30,11.0,1.0,1.0,1.0
296,2021-05-01,8.0,1.0,,1.0
297,2021-05-02,15.0,3.0,,1.0
298,2021-05-03,15.0,3.0,2.0,1.0
299,2021-05-04,21.0,4.0,4.0,1.0
300,2021-05-05,26.0,2.0,,1.0
301,2021-05-06,13.0,1.0,,1.0
302,2021-05-07,13.0,3.0,,1.0
303,2021-05-08,19.0,3.0,,1.0
304,2021-05-09,23.0,4.0,,1.0
305,2021-05-10,24.0,3.0,6.0,1.0
306,2021-05-11,19.0,3.0,1.0,1.0
307,2021-05-12,18.0,2.0,6.0,1.0
308,2021-05-13,22.0,4.0,1.0,1.0
309,2021-05-14,25.0,2.0,4.0,1.0
310,2021-05-15,19.0,2.0,,1.0
311,2021-05-16,11.0,2.0,4.0,2.0
312,2021-05-17,15.0,1.0,,1.0
313,2021-05-18,10.0,1.0,2.0,2.0
314,2021-05-19,17.0,5.0,,1.0
315,2021-05-20,22.0,2.0,,1.0
316,2021-05-21,18.0,3.0,1.0,1.0
317,2021-05-22,17.0,3.0,1.0,2.0
318,2021-05-23,23.0,3.0,1.0,1.0
319,2021-05-24,47.0,2.0,1.0,1.0
320,2021-05-25,19.0,2.0,,1.0
321,2021-05-26,18.0,3.0,1.0,2.0
322,2021-05-27,25.0,3.0,1.0,2.0
323,2021-05-28,25.0,2.0,4.0,1.0
324,2021-05-29,24.0,2.0,1.0,2.0
325,2021-05-30,21.0,2.0,4.0,1.0
326,2021-05-31,23.0,2.0,,2.0
327,2021-06-01,20.0,2.0,2.0,2.0
328,2021-06-02,19.0,3.0,,2.0
329,2021-06-03,27.0,3.0,,2.0
330,2021-06-04,18.0,1.0,1.0,2.0
331,2021-06-05,17.0,2.0,1.0,2.0
332,2021-06-06,18.0,2.0,1.0,2.0
333,2021-06-07,12.0,4.0,1.0,2.0
334,2021-06-08,15.0,3.0,,2.0
335,2021-06-09,19.0,3.0,,2.0
336,2021-06-10,24.0,2.0,1.0,2.0
337,2021-06-11,25.0,3.0,,2.0
338,2021-06-12,24.0,4.0,,2.0
339,2021-06-13,22.0,2.0,1.0,2.0
340,2021-06-14,24.0,1.0,,2.0
341,2021-06-15,25.0,1.0,,1.0
342,2021-06-16,17.0,1.0,1.0,1.0
343,2021-06-17,9.0,2.0,3.0,1.0
344,2021-06-18,25.0,1.0,3.0,1.0
345,2021-06-19,22.0,4.0,3.0,
346,2021-06-20,18.0,3.0,1.0,1.0
347,2021-06-21,27.0,3.0,1.0,1.0
348,2021-06-22,41.0,2.0,,1.0
349,2021-06-23,21.0,2.0,,1.0
350,2021-06-24,36.0,2.0,2.0,1.0
351,2021-06-25,22.0,2.0,1.0,1.0
352,2021-06-26,26.0,3.0,3.0,1.0
353,2021-06-27,39.0,2.0,2.0,1.0
354,2021-06-28,48.0,2.0,,2.0
355,2021-06-29,53.0,2.0,1.0,2.0
357,2021-01-05,33.0,15.0,4.0,2.0
358,2021-01-06,38.0,8.0,1.0,2.0
359,2021-01-07,24.0,13.0,,2.0
360,2021-01-08,17.0,14.0,,1.0
361,2021-01-09,24.0,13.0,,2.0
362,2021-01-10,44.0,14.0,,2.0
363,2021-01-11,42.0,14.0,,2.0
364,2021-01-12,43.0,12.0,1.0,1.0
365,2021-01-13,11.0,11.0,,1.0
366,2021-01-14,14.0,11.0,4.0,1.0
367,2021-01-15,16.0,9.0,1.0,1.0
368,2021-01-16,18.0,12.0,1.0,1.0
369,2021-01-17,26.0,16.0,22.0,1.0
370,2021-01-18,54.0,15.0,9.0,1.0
371,2021-01-19,49.0,9.0,1.0,2.0
372,2021-01-20,24.0,2.0,5.0,1.0
373,2021-01-21,9.0,13.0,2.0,2.0
374,2021-01-22,23.0,7.0,,2.0
375,2021-01-23,15.0,10.0,2.0,2.0
376,2021-01-24,20.0,7.0,1.0,2.0
377,2021-01-25,28.0,5.0,,2.0
378,2021-01-26,8.0,6.0,,2.0
379,2021-01-27,7.0,5.0,,2.0
380,2021-01-28,16.0,15.0,5.0,2.0
381,2021-01-29,26.0,14.0,2.0,2.0
382,2021-01-30,44.0,11.0,1.0,2.0
383,2021-01-31,63.0,11.0,1.0,2.0
384,2021-02-01,66.0,11.0,2.0,2.0
385,2021-02-02,77.0,3.0,1.0,2.0
386,2021-02-03,36.0,8.0,6.0,2.0
387,2021-02-04,27.0,12.0,3.0,1.0
388,2021-02-05,29.0,12.0,8.0,1.0
389,2021-02-06,24.0,10.0,3.0,1.0
390,2021-02-07,33.0,15.0,4.0,1.0
391,2021-02-08,47.0,6.0,2.0,1.0
392,2021-02-09,28.0,1.0,,1.0
393,2021-02-10,24.0,4.0,2.0,1.0
394,2021-02-11,20.0,6.0,,1.0
395,2021-02-12,19.0,9.0,10.0,1.0
396,2021-02-13,31.0,14.0,1.0,1.0
397,2021-02-14,40.0,8.0,1.0,1.0
398,2021-02-15,23.0,7.0,1.0,1.0
399,2021-02-16,23.0,12.0,2.0,1.0
400,2021-02-17,33.0,13.0,6.0,2.0
401,2021-02-18,46.0,12.0,1.0,2.0
402,2021-02-19,41.0,17.0,1.0,2.0
403,2021-02-20,43.0,13.0,1.0,2.0
404,2021-02-21,17.0,5.0,,1.0
405,2021-02-22,11.0,8.0,8.0,1.0
406,2021-02-23,30.0,11.0,7.0,2.0
407,2021-02-24,32.0,11.0,1.0,2.0
408,2021-02-25,43.0,6.0,1.0,2.0
409,2021-02-26,19.0,9.0,14.0,2.0
410,2021-02-27,36.0,11.0,3.0,2.0
411,2021-02-28,55.0,3.0,,2.0
412,2021-03-01,16.0,8.0,3.0,1.0
413,2021-03-02,26.0,10.0,1.0,1.0
414,2021-03-03,38.0,13.0,1.0,2.0
415,2021-03-04,27.0,19.0,5.0,1.0
416,2021-03-05,42.0,10.0,1.0,1.0
417,2021-03-06,50.0,8.0,,2.0
418,2021-03-07,37.0,8.0,1.0,1.0
419,2021-03-08,13.0,4.0,,1.0
420,2021-03-09,22.0,5.0,2.0,1.0
421,2021-03-10,17.0,10.0,2.0,1.0
422,2021-03-11,25.0,8.0,1.0,2.0
423,2021-03-12,24.0,12.0,1.0,2.0
424,2021-03-13,30.0,2.0,,1.0
425,2021-03-14,24.0,7.0,4.0,2.0
426,2021-03-15,28.0,7.0,6.0,1.0
427,2021-03-16,25.0,7.0,,2.0
428,2021-03-17,26.0,12.0,1.0,2.0
429,2021-03-18,43.0,15.0,1.0,2.0
430,2021-03-19,48.0,8.0,1.0,2.0
431,2021-03-20,38.0,7.0,4.0,2.0
432,2021-03-21,23.0,1.0,1.0,2.0
433,2021-03-22,16.0,2.0,1.0,2.0
434,2021-03-23,31.0,5.0,1.0,2.0
435,2021-03-24,33.0,2.0,,2.0
436,2021-03-25,25.0,7.0,6.0,2.0
437,2021-03-26,36.0,7.0,5.0,2.0
438,2021-03-27,37.0,4.0,1.0,2.0
439,2021-03-28,20.0,3.0,2.0,2.0
440,2021-03-29,25.0,4.0,,2.0
441,2021-03-30,27.0,8.0,,2.0
442,2021-03-31,35.0,7.0,1.0,2.0
443,2020-10-01,15.0,7.0,11.0,1.0
444,2020-10-02,27.0,5.0,1.0,1.0
445,2020-10-03,25.0,3.0,1.0,1.0
446,2020-10-04,21.0,4.0,,1.0
447,2020-10-05,15.0,2.0,,1.0
448,2020-10-06,8.0,4.0,1.0,1.0
449,2020-10-07,9.0,3.0,1.0,1.0
450,2020-10-08,13.0,4.0,2.0,1.0
451,2020-10-09,14.0,1.0,,1.0
452,2020-10-10,15.0,1.0,1.0,1.0
453,2020-10-11,7.0,1.0,,1.0
454,2020-10-12,5.0,2.0,1.0,1.0
455,2020-10-13,5.0,1.0,1.0,1.0
456,2020-10-14,9.0,1.0,1.0,1.0
457,2020-10-15,8.0,2.0,2.0,1.0
458,2020-10-16,10.0,1.0,,1.0
459,2020-10-17,4.0,2.0,3.0,1.0
460,2020-10-18,7.0,6.0,,1.0
461,2020-10-19,18.0,4.0,1.0,1.0
462,2020-10-20,29.0,4.0,1.0,1.0
463,2020-10-21,17.0,2.0,,1.0
464,2020-10-22,8.0,5.0,1.0,1.0
465,2020-10-23,13.0,2.0,,1.0
466,2020-10-24,11.0,2.0,,1.0
467,2020-10-26,16.0,8.0,1.0,1.0
468,2020-10-27,25.0,8.0,3.0,1.0
469,2020-10-28,24.0,8.0,4.0,1.0
470,2020-10-29,29.0,8.0,4.0,1.0
471,2020-10-30,22.0,4.0,,1.0
472,2020-10-31,11.0,7.0,1.0,1.0
473,2020-11-01,17.0,7.0,,1.0
474,2020-11-02,17.0,13.0,5.0,2.0
475,2020-11-03,34.0,9.0,4.0,1.0
476,2020-11-04,32.0,6.0,3.0,1.0
477,2020-11-05,19.0,3.0,,1.0
478,2020-11-06,7.0,3.0,,1.0
479,2020-11-07,14.0,12.0,1.0,2.0
480,2020-11-08,22.0,10.0,1.0,2.0
481,2020-11-09,33.0,11.0,1.0,3.0
482,2020-11-10,24.0,4.0,2.0,2.0
483,2020-11-11,15.0,6.0,2.0,3.0
484,2020-11-12,21.0,9.0,1.0,2.0
485,2020-11-13,33.0,15.0,1.0,3.0
486,2020-11-14,51.0,6.0,3.0,1.0
487,2020-11-15,46.0,6.0,1.0,1.0
488,2020-11-16,29.0,15.0,10.0,1.0
489,2020-11-17,39.0,7.0,1.0,1.0
490,2020-11-18,19.0,2.0,,1.0
491,2020-11-19,23.0,4.0,1.0,1.0
492,2020-11-20,18.0,11.0,15.0,2.0
493,2020-11-21,40.0,17.0,2.0,3.0
494,2020-11-22,63.0,12.0,1.0,2.0
495,2020-11-23,44.0,8.0,,2.0
496,2020-11-24,27.0,9.0,1.0,2.0
497,2020-11-25,44.0,4.0,,2.0
498,2020-11-26,29.0,8.0,,2.0
499,2020-11-27,20.0,2.0,,1.0
500,2020-11-28,15.0,10.0,,2.0
501,2020-11-29,21.0,11.0,,2.0
502,2020-11-30,25.0,13.0,1.0,2.0
503,2020-12-01,32.0,8.0,,2.0
504,2020-12-02,12.0,20.0,1.0,4.0
505,2020-12-03,32.0,11.0,1.0,2.0
506,2020-12-04,27.0,12.0,1.0,2.0
507,2020-12-05,36.0,9.0,,1.0
508,2020-12-06,29.0,13.0,1.0,1.0
509,2020-12-07,31.0,13.0,1.0,2.0
510,2020-12-08,21.0,14.0,,2.0
511,2020-12-09,25.0,11.0,,2.0
512,2020-12-10,34.0,10.0,1.0,2.0
513,2020-12-11,42.0,10.0,,1.0
514,2020-12-12,30.0,3.0,1.0,1.0
515,2020-12-13,25.0,8.0,,1.0
516,2020-12-14,28.0,13.0,1.0,1.0
517,2020-12-15,23.0,14.0,1.0,1.0
518,2020-12-16,27.0,13.0,2.0,1.0
519,2020-12-17,26.0,6.0,1.0,1.0
520,2020-12-18,17.0,7.0,1.0,1.0
521,2020-12-19,20.0,6.0,1.0,1.0
522,2020-12-20,19.0,21.0,2.0,2.0
523,2020-12-21,36.0,23.0,1.0,2.0
524,2020-12-22,46.0,13.0,2.0,1.0
525,2020-12-23,38.0,8.0,1.0,2.0
526,2020-12-24,31.0,7.0,1.0,2.0
527,2020-12-25,20.0,7.0,,2.0
528,2020-12-26,11.0,15.0,4.0,2.0
529,2020-12-27,38.0,11.0,5.0,2.0
530,2020-12-28,28.0,12.0,1.0,2.0
531,2020-12-29,35.0,13.0,,3.0
532,2020-12-30,39.0,10.0,,2.0
533,2020-12-31,27.0,9.0,1.0,2.0
534,2021-01-01,36.0,19.0,1.0,2.0
535,2021-01-02,47.0,16.0,5.0,2.0
536,2021-01-03,36.0,18.0,6.0,2.0
537,2021-01-04,36.0,20.0,4.0,2.0
538,2020-07-01,16.0,1.0,,1.0
539,2020-07-02,16.0,2.0,,1.0
540,2020-07-03,19.0,1.0,,1.0
541,2020-07-04,24.0,2.0,2.0,1.0
542,2020-07-05,21.0,1.0,2.0,1.0
543,2020-07-06,21.0,3.0,4.0,1.0
544,2020-07-07,39.0,3.0,1.0,1.0
545,2020-07-08,26.0,2.0,5.0,1.0
546,2020-07-09,27.0,1.0,2.0,1.0
547,2020-07-10,21.0,1.0,,2.0
548,2020-07-11,18.0,1.0,4.0,1.0
549,2020-07-12,19.0,1.0,,1.0
550,2020-07-13,10.0,1.0,,1.0
551,2020-07-14,5.0,2.0,1.0,2.0
552,2020-07-15,11.0,2.0,2.0,1.0
553,2020-07-16,23.0,1.0,1.0,1.0
554,2020-07-17,16.0,1.0,2.0,1.0
555,2020-07-18,16.0,2.0,13.0,1.0
556,2020-07-19,39.0,3.0,1.0,1.0
557,2020-07-20,49.0,2.0,,1.0
558,2020-07-21,33.0,2.0,,1.0
559,2020-07-22,23.0,2.0,1.0,1.0
560,2020-07-23,26.0,3.0,1.0,1.0
561,2020-07-24,25.0,2.0,4.0,1.0
562,2020-07-25,19.0,1.0,,1.0
563,2020-07-26,15.0,2.0,,1.0
564,2020-07-27,23.0,2.0,1.0,1.0
565,2020-07-28,35.0,4.0,1.0,1.0
566,2020-07-29,43.0,2.0,5.0,1.0
567,2020-07-30,31.0,3.0,4.0,2.0
568,2020-07-31,44.0,2.0,1.0,2.0
569,2020-08-01,53.0,1.0,,2.0
570,2020-08-02,40.0,1.0,,2.0
571,2020-08-03,38.0,1.0,,1.0
572,2020-08-04,16.0,3.0,,1.0
573,2020-08-05,16.0,2.0,1.0,1.0
574,2020-08-06,25.0,1.0,,1.0
575,2020-08-07,24.0,1.0,,1.0
576,2020-08-08,13.0,1.0,1.0,1.0
577,2020-08-09,12.0,1.0,,1.0
578,2020-08-10,13.0,2.0,,1.0
579,2020-08-11,14.0,2.0,,1.0
580,2020-08-12,27.0,1.0,,1.0
581,2020-08-13,17.0,1.0,,1.0
582,2020-08-14,14.0,5.0,3.0,1.0
583,2020-08-15,13.0,1.0,1.0,1.0
584,2020-08-16,18.0,4.0,6.0,1.0
585,2020-08-17,45.0,2.0,1.0,1.0
586,2020-08-18,34.0,1.0,,1.0
587,2020-08-19,23.0,3.0,8.0,1.0
588,2020-08-20,31.0,4.0,,1.0
589,2020-08-21,16.0,1.0,2.0,1.0
590,2020-08-22,13.0,3.0,6.0,1.0
591,2020-08-23,18.0,2.0,1.0,1.0
592,2020-08-24,22.0,2.0,,2.0
593,2020-08-25,14.0,2.0,,2.0
594,2020-08-26,16.0,3.0,3.0,2.0
595,2020-08-27,15.0,2.0,2.0,1.0
596,2020-08-28,16.0,1.0,,2.0
597,2020-08-29,14.0,1.0,,1.0
598,2020-08-30,3.0,2.0,,2.0
599,2020-08-31,18.0,1.0,5.0,2.0
600,2020-09-01,8.0,2.0,5.0,2.0
601,2020-09-02,11.0,3.0,1.0,2.0
602,2020-09-03,15.0,3.0,,2.0
603,2020-09-04,19.0,3.0,2.0,2.0
604,2020-09-05,23.0,2.0,1.0,2.0
605,2020-09-06,13.0,5.0,2.0,2.0
606,2020-09-07,17.0,4.0,4.0,2.0
607,2020-09-08,22.0,5.0,2.0,2.0
608,2020-09-09,22.0,3.0,,2.0
609,2020-09-10,17.0,5.0,1.0,2.0
610,2020-09-11,15.0,3.0,4.0,2.0
611,2020-09-12,14.0,3.0,6.0,2.0
612,2020-09-13,21.0,6.0,1.0,2.0
613,2020-09-14,20.0,4.0,3.0,2.0
614,2020-09-15,19.0,5.0,,2.0
615,2020-09-16,16.0,5.0,2.0,2.0
616,2020-09-17,23.0,6.0,1.0,3.0
617,2020-09-18,41.0,7.0,1.0,4.0
618,2020-09-19,75.0,3.0,,4.0
619,2020-09-20,64.0,4.0,1.0,3.0
620,2020-09-21,20.0,3.0,,3.0
621,2020-09-22,14.0,3.0,1.0,3.0
622,2020-09-23,17.0,2.0,,2.0
623,2020-09-24,23.0,5.0,2.0,1.0
624,2020-09-25,16.0,5.0,1.0,1.0
625,2020-09-26,29.0,4.0,1.0,1.0
626,2020-09-27,15.0,2.0,,1.0
627,2020-09-28,9.0,2.0,3.0,1.0
628,2020-09-29,9.0,3.0,3.0,1.0
629,2020-09-30,10.0,4.0,1.0,1.0
630,2020-04-01,15.0,6.0,3.0,2.0
631,2020-04-02,38.0,9.0,1.0,2.0
632,2020-04-03,16.0,4.0,1.0,2.0
633,2020-04-04,9.0,2.0,,2.0
634,2020-04-05,11.0,3.0,,1.0
635,2020-04-06,21.0,4.0,17.0,1.0
636,2020-04-07,27.0,3.0,4.0,1.0
637,2020-04-08,10.0,3.0,1.0,1.0
638,2020-04-09,20.0,2.0,1.0,1.0
639,2020-04-10,6.0,1.0,2.0,1.0
640,2020-04-11,12.0,2.0,5.0,1.0
641,2020-04-12,21.0,5.0,,1.0
642,2020-04-13,18.0,4.0,15.0,1.0
643,2020-04-14,20.0,6.0,2.0,1.0
644,2020-04-15,26.0,7.0,,2.0
645,2020-04-16,20.0,5.0,2.0,2.0
646,2020-04-17,13.0,1.0,1.0,1.0
647,2020-04-18,7.0,3.0,3.0,1.0
648,2020-04-19,12.0,1.0,1.0,2.0
649,2020-04-20,5.0,6.0,3.0,2.0
650,2020-04-21,18.0,9.0,1.0,2.0
651,2020-04-22,29.0,5.0,2.0,2.0
652,2020-04-23,28.0,4.0,3.0,2.0
653,2020-04-24,28.0,2.0,,2.0
654,2020-04-25,30.0,2.0,4.0,1.0
655,2020-04-26,22.0,2.0,1.0,2.0
656,2020-04-27,20.0,3.0,,2.0
657,2020-04-28,22.0,5.0,,2.0
658,2020-04-29,14.0,3.0,,2.0
659,2020-04-30,31.0,1.0,3.0,2.0
660,2020-05-01,12.0,3.0,10.0,2.0
661,2020-05-02,18.0,1.0,,2.0
662,2020-05-03,17.0,1.0,1.0,3.0
663,2020-05-04,22.0,1.0,,2.0
664,2020-05-05,18.0,1.0,,3.0
665,2020-05-06,18.0,2.0,1.0,3.0
666,2020-05-07,27.0,2.0,3.0,2.0
667,2020-05-08,24.0,2.0,,1.0
668,2020-05-09,18.0,2.0,,1.0
669,2020-05-10,11.0,4.0,1.0,1.0
670,2020-05-11,21.0,5.0,,1.0
671,2020-05-12,17.0,1.0,9.0,1.0
672,2020-05-13,32.0,2.0,2.0,1.0
673,2020-05-14,17.0,5.0,1.0,1.0
674,2020-05-15,17.0,4.0,1.0,1.0
675,2020-05-16,23.0,1.0,,1.0
676,2020-05-17,19.0,3.0,1.0,1.0
677,2020-05-18,37.0,2.0,1.0,1.0
678,2020-05-19,25.0,3.0,,1.0
679,2020-05-20,23.0,2.0,,1.0
680,2020-05-21,19.0,2.0,,1.0
681,2020-05-22,12.0,4.0,1.0,1.0
682,2020-05-23,14.0,4.0,1.0,1.0
683,2020-05-24,19.0,3.0,,1.0
684,2020-05-25,23.0,4.0,1.0,1.0
685,2020-05-26,10.0,2.0,3.0,1.0
686,2020-05-27,18.0,2.0,2.0,1.0
687,2020-05-28,19.0,3.0,2.0,1.0
688,2020-05-29,21.0,3.0,1.0,2.0
689,2020-05-30,48.0,2.0,,2.0
690,2020-05-31,29.0,2.0,,2.0
691,2020-06-01,13.0,4.0,,2.0
692,2020-06-02,31.0,4.0,5.0,2.0
693,2020-06-03,36.0,5.0,2.0,2.0
694,2020-06-04,26.0,2.0,,2.0
695,2020-06-05,23.0,1.0,,2.0
696,2020-06-06,13.0,1.0,,2.0
697,2020-06-07,14.0,2.0,2.0,2.0
698,2020-06-08,11.0,1.0,,2.0
699,2020-06-09,16.0,2.0,5.0,2.0
700,2020-06-10,20.0,2.0,,2.0
701,2020-06-11,16.0,1.0,,2.0
702,2020-06-12,56.0,1.0,,2.0
703,2020-06-13,13.0,2.0,,2.0
704,2020-06-14,21.0,1.0,,2.0
705,2020-06-15,12.0,2.0,2.0,2.0
706,2020-06-16,17.0,2.0,1.0,2.0
707,2020-06-17,16.0,2.0,1.0,1.0
708,2020-06-18,20.0,3.0,9.0,1.0
709,2020-06-19,33.0,1.0,,1.0
710,2020-06-20,23.0,1.0,,1.0
711,2020-06-21,35.0,2.0,,1.0
712,2020-06-22,28.0,4.0,,1.0
713,2020-06-23,18.0,3.0,,1.0
714,2020-06-24,15.0,4.0,4.0,1.0
715,2020-06-25,35.0,2.0,3.0,1.0
716,2020-06-26,21.0,3.0,2.0,1.0
717,2020-06-27,32.0,4.0,2.0,1.0
718,2020-06-28,39.0,4.0,2.0,1.0
719,2020-06-30,14.0,1.0,,1.0
720,2020-01-02,33.0,12.0,2.0,2.0
721,2020-01-03,30.0,8.0,,3.0
722,2020-01-04,7.0,4.0,,2.0
723,2020-01-05,5.0,9.0,1.0,3.0
724,2020-01-06,14.0,4.0,1.0,3.0
725,2020-01-07,13.0,10.0,,2.0
726,2020-01-08,15.0,6.0,1.0,
727,2020-01-09,14.0,12.0,3.0,
728,2020-01-10,15.0,14.0,1.0,
729,2020-01-11,16.0,8.0,1.0,
730,2020-01-12,19.0,7.0,2.0,
731,2020-01-13,13.0,13.0,1.0,
732,2020-01-14,21.0,5.0,1.0,
733,2020-01-15,16.0,12.0,2.0,
734,2020-01-16,23.0,17.0,1.0,
735,2020-01-17,23.0,9.0,2.0,
736,2020-01-18,18.0,10.0,1.0,
737,2020-01-19,14.0,12.0,1.0,
738,2020-01-20,16.0,14.0,1.0,1.0
739,2020-01-21,21.0,12.0,1.0,1.0
740,2020-01-22,19.0,10.0,1.0,1.0
741,2020-01-23,25.0,8.0,1.0,1.0
742,2020-01-24,21.0,16.0,1.0,2.0
743,2020-01-25,30.0,17.0,1.0,2.0
744,2020-01-26,45.0,7.0,,2.0
745,2020-01-27,27.0,12.0,1.0,2.0
746,2020-01-28,27.0,9.0,,2.0
747,2020-01-29,32.0,8.0,1.0,2.0
748,2020-01-30,23.0,7.0,,2.0
749,2020-01-31,13.0,7.0,1.0,2.0
750,2020-02-01,8.0,17.0,1.0,2.0
751,2020-02-02,25.0,6.0,4.0,2.0
752,2020-02-03,23.0,9.0,1.0,2.0
753,2020-02-04,24.0,20.0,1.0,3.0
754,2020-02-05,20.0,11.0,,1.0
755,2020-02-06,14.0,11.0,6.0,1.0
756,2020-02-07,21.0,17.0,5.0,1.0
757,2020-02-08,45.0,20.0,17.0,2.0
758,2020-02-09,60.0,16.0,3.0,1.0
759,2020-02-10,8.0,13.0,,1.0
760,2020-02-11,7.0,6.0,,1.0
761,2020-02-12,11.0,12.0,1.0,1.0
762,2020-02-13,21.0,12.0,,1.0
763,2020-02-14,16.0,3.0,,1.0
764,2020-02-15,18.0,11.0,2.0,1.0
765,2020-02-16,14.0,7.0,3.0,1.0
766,2020-02-17,22.0,5.0,2.0,1.0
767,2020-02-18,16.0,15.0,1.0,2.0
768,2020-02-19,26.0,18.0,,3.0
769,2020-02-20,30.0,11.0,,2.0
770,2020-02-21,21.0,1.0,,2.0
771,2020-02-22,1.0,6.0,,2.0
772,2020-02-23,5.0,4.0,1.0,2.0
773,2020-02-24,9.0,8.0,5.0,2.0
774,2020-02-25,24.0,9.0,1.0,2.0
775,2020-02-26,24.0,11.0,,2.0
776,2020-02-27,31.0,13.0,,3.0
777,2020-02-28,20.0,4.0,3.0,2.0
778,2020-02-29,8.0,2.0,1.0,2.0
779,2020-03-01,16.0,6.0,1.0,2.0
780,2020-03-02,17.0,2.0,3.0,2.0
781,2020-03-03,3.0,11.0,,3.0
782,2020-03-04,22.0,12.0,9.0,3.0
783,2020-03-05,34.0,10.0,3.0,3.0
784,2020-03-06,34.0,5.0,6.0,3.0
785,2020-03-07,21.0,4.0,,3.0
786,2020-03-08,13.0,3.0,,3.0
787,2020-03-09,13.0,10.0,1.0,2.0
788,2020-03-10,25.0,11.0,1.0,1.0
789,2020-03-11,21.0,5.0,3.0,1.0
790,2020-03-12,16.0,2.0,5.0,1.0
791,2020-03-13,25.0,2.0,5.0,1.0
792,2020-03-14,19.0,5.0,,1.0
793,2020-03-15,22.0,7.0,,1.0
794,2020-03-16,13.0,4.0,3.0,1.0
795,2020-03-17,18.0,5.0,8.0,1.0
796,2020-03-18,42.0,5.0,2.0,1.0
797,2020-03-19,27.0,8.0,15.0,1.0
798,2020-03-20,41.0,9.0,1.0,1.0
799,2020-03-21,38.0,6.0,1.0,1.0
800,2020-03-22,42.0,3.0,10.0,1.0
801,2020-03-23,9.0,4.0,,1.0
802,2020-03-24,9.0,3.0,24.0,1.0
803,2020-03-25,21.0,6.0,2.0,2.0
804,2020-03-26,17.0,4.0,2.0,2.0
805,2020-03-27,18.0,3.0,1.0,1.0
806,2020-03-28,12.0,2.0,4.0,1.0
807,2020-03-29,15.0,,,
808,2019-10-01,15.0,8.0,,2.0
809,2019-10-02,19.0,8.0,1.0,2.0
810,2019-10-03,21.0,6.0,1.0,1.0
811,2019-10-04,19.0,1.0,,1.0
812,2019-10-05,15.0,4.0,,1.0
813,2019-10-06,14.0,8.0,1.0,1.0
814,2019-10-07,20.0,1.0,,1.0
815,2019-10-08,10.0,5.0,,1.0
816,2019-10-09,10.0,7.0,,1.0
817,2019-10-10,16.0,7.0,1.0,2.0
818,2019-10-11,22.0,8.0,1.0,2.0
819,2019-10-12,27.0,8.0,,2.0
820,2019-10-13,31.0,4.0,2.0,1.0
821,2019-10-14,15.0,5.0,1.0,2.0
822,2019-10-15,13.0,4.0,,2.0
823,2019-10-16,19.0,4.0,,2.0
824,2019-10-17,18.0,8.0,2.0,2.0
825,2019-10-18,21.0,8.0,2.0,2.0
826,2019-10-19,22.0,3.0,,2.0
827,2019-10-20,6.0,6.0,,2.0
828,2019-10-21,12.0,6.0,,2.0
829,2019-10-22,22.0,5.0,,2.0
830,2019-10-23,24.0,4.0,,2.0
831,2019-10-24,7.0,7.0,1.0,2.0
832,2019-10-25,13.0,3.0,1.0,2.0
833,2019-10-26,11.0,5.0,1.0,2.0
834,2019-10-28,15.0,5.0,1.0,2.0
835,2019-10-29,12.0,11.0,,3.0
836,2019-10-30,15.0,6.0,,2.0
837,2019-10-31,11.0,9.0,1.0,3.0
838,2019-11-01,20.0,7.0,,3.0
839,2019-11-02,13.0,7.0,,3.0
840,2019-11-03,32.0,3.0,1.0,2.0
841,2019-11-04,8.0,9.0,,3.0
842,2019-11-05,19.0,4.0,1.0,2.0
843,2019-11-06,10.0,3.0,1.0,2.0
844,2019-11-07,14.0,7.0,1.0,3.0
845,2019-11-08,19.0,7.0,3.0,2.0
846,2019-11-09,20.0,5.0,1.0,2.0
847,2019-11-10,13.0,5.0,,3.0
848,2019-11-11,16.0,13.0,,4.0
849,2019-11-12,25.0,16.0,2.0,3.0
850,2019-11-13,25.0,13.0,2.0,2.0
